(42684, 10)
(36771, 5)
(64809, 10)
(18803, 4)
(19846, 4)
(43653, 5)
(54689, 5)
(93013, 5)
(89933, 1)
(71045, 5)
(35137, 9)
(13228, 1)
(29012, 10)
(90715, 10)
(10574, 3)
(92534, 10)
(13214, 4)
(88118, 4)
(37713, 9)
(81115, 10)
(538, 2)
(37509, 4)
(10310, 10)
(54572, 6)
(43672, 1)
(34850, 10)
(64130, 3)
(7951, 6)
(75448, 4)
(37479, 5)
(35162, 6)
(3286, 9)
(37127, 4)
(21546, 3)
(27676, 10)
(85666, 1)
(2663, 9)
(15004, 6)
(96610, 4)
(77630, 6)
(12437, 10)
(41464, 1)
(7823, 5)
(86689, 5)
(54378, 4)
(19688, 2)
(95131, 3)
(41026, 5)
(15560, 9)
(9493, 6)
(24232, 9)
(67460, 5)
(1693, 6)
(63281, 7)
(16838, 2)
(10524, 8)
(59827, 4)
(66162, 8)
(51072, 3)
(10339, 1)
(40352, 9)
(56034, 3)
(19411, 10)
(97972, 9)
(21835, 1)
(71196, 7)
(72976, 2)
(2472, 7)
(13895, 4)
(98862, 2)
(72449, 2)
(22215, 8)
(18406, 5)
(72885, 5)
(47847, 7)
(97155, 2)
(16993, 9)
(20273, 7)
(96459, 10)
(46871, 1)
(1864, 7)
(17782, 7)
(94607, 8)
(45447, 2)
(77412, 4)
(65494, 10)
(1560, 3)
(6213, 5)
(3877, 3)
(51407, 10)
(28104, 10)
(78844, 5)
(2971, 6)
(68237, 10)
(32761, 2)
(87296, 8)
(13009, 2)
(1461, 3)
(49458, 4)
(53933, 9)
(7576, 8)
(67381, 9)
(99007, 7)
(22350, 7)
(62604, 8)
(22695, 10)
(73615, 3)
(1793, 5)
(7212, 4)
(17890, 9)
(74819, 6)
(7749, 4)
(8266, 5)
(5665, 6)
(25577, 8)
(28078, 6)
(57416, 1)
(12452, 6)
(85227, 8)
(39849, 10)
(87500, 3)
(15980, 6)
(3001, 10)
(20601, 7)
(20080, 6)
(16476, 8)
(4289, 3)
(99616, 10)
(20612, 2)
(76783, 4)
(11264, 1)
(76966, 3)
(46332, 7)
(90751, 5)
(47959, 3)
(85562, 5)
(14225, 2)
(92229, 7)
(67885, 10)
(72897, 7)
(8582, 7)
(42896, 2)
(63106, 6)
(32905, 7)
(45526, 7)
(36661, 7)
(58178, 3)
(31375, 3)
(81325, 8)
(51566, 2)
(21081, 4)
(91809, 9)
(35360, 8)
(61747, 2)
(99061, 1)
(1883, 2)
(67651, 6)
(12361, 6)
(7562, 7)
(3298, 10)
(95685, 6)
(74706, 5)
(81810, 8)
(51543, 7)
(37456, 10)
(53602, 3)
(60225, 10)
(56621, 8)
(63341, 4)
(85833, 8)
(47816, 5)
(86646, 4)
(81265, 3)
(52897, 4)
(72421, 2)
(90607, 10)
(89118, 9)
(1632, 10)
(57286, 9)
(59579, 1)
(33534, 7)
(79713, 10)
(23447, 2)
(82022, 7)
(12909, 3)
(69756, 6)
(22451, 9)
(26271, 8)
(74897, 9)
(93991, 1)
(15793, 5)
(99760, 6)
(9965, 3)
(6857, 8)
(9152, 1)
(3966, 2)
(70681, 3)
(7666, 7)
(68806, 9)
(65990, 7)
(18461, 7)
(8985, 7)
(73437, 4)
(95071, 1)
(35017, 9)
(91617, 7)
(97139, 6)
(29068, 7)
(98361, 9)
(59055, 4)
(28395, 3)
(70498, 6)
(96385, 4)
(13290, 8)
(61522, 7)
(81532, 5)
(10755, 3)
(56713, 8)
(33770, 1)
(49255, 7)
(70111, 6)
(38755, 6)
(91629, 3)
(7102, 4)
(87554, 8)
(25940, 7)
(61138, 9)
(20921, 2)
(76651, 8)
(18370, 3)
(63486, 5)
(45977, 8)
(8317, 9)
(99877, 10)
(82719, 8)
(43840, 6)
(39531, 3)
(40103, 10)
(26092, 3)
(72776, 9)
(800, 5)
(38375, 4)
(82499, 9)
(71149, 8)
(31560, 3)
(6487, 1)
(18136, 9)
(53397, 8)
(21486, 5)
(5872, 10)
(53867, 5)
(59236, 2)
(53619, 9)
(19147, 10)
(27214, 4)
(41305, 7)
(40626, 2)
(27993, 5)
(79104, 6)
(33578, 5)
(72189, 5)
(58112, 10)
(657, 7)
(17940, 8)
(51207, 5)
(36751, 9)
(49127, 6)
(76556, 2)
(73043, 7)
(30085, 8)
(15563, 7)
(37057, 7)
(58499, 3)
(15958, 4)
(43326, 3)
(51751, 8)
(85276, 2)
(84637, 7)
(40374, 2)
(26299, 4)
(33261, 2)
(60264, 6)
(58701, 9)
(75148, 4)
(28495, 9)
(66476, 7)
(69536, 8)
(10034, 8)
(58143, 10)
(60955, 1)
(45896, 4)
(91614, 3)
(91876, 6)
(62098, 6)
(11905, 9)
(9104, 6)
(17556, 2)
(11287, 5)
(12375, 8)
(9732, 10)
(13510, 1)
(76183, 10)
(60583, 6)
(32486, 7)
(16979, 7)
(31559, 7)
(75196, 10)
(8718, 3)
(41829, 4)
(55564, 8)
(83045, 4)
(37814, 3)
(73266, 9)
(84257, 6)
(57237, 1)
(52427, 5)
(39023, 7)
(89942, 8)
(8358, 5)
(76243, 10)
(44506, 8)
(77708, 10)
(28700, 8)
(76398, 1)
(87841, 8)
(17717, 9)
(70118, 3)
(93332, 1)
(68537, 3)
(46955, 3)
(81824, 2)
(67777, 7)
(13067, 2)
(69393, 1)
(24647, 5)
(2928, 2)
(92343, 1)
(21545, 2)
(89339, 7)
(93450, 2)
(21575, 5)
(77024, 5)
(50204, 3)
(88290, 4)
(67652, 3)
(98404, 6)
(65921, 1)
(45146, 2)
(78279, 10)
(86018, 2)
(37882, 5)
(6015, 5)
(72386, 2)
(88091, 6)
(97964, 4)
(55204, 10)
(99307, 4)
(63907, 8)
(62282, 9)
(96072, 3)
(33636, 3)
(51091, 1)
(2808, 9)
(26855, 7)
(57045, 9)
(94901, 3)
(75635, 6)
(51047, 4)
(31721, 5)
(24395, 2)
(35616, 1)
(57336, 10)
(71050, 7)
(56097, 8)
(36675, 9)
(73670, 1)
(76682, 4)
(15622, 6)
(56894, 7)
(42844, 8)
(34351, 1)
(82564, 4)
(63105, 1)
(94830, 2)
(72169, 10)
(26195, 1)
(86471, 3)
(79544, 4)
(74548, 1)
(40960, 9)
(42841, 6)
(63055, 1)
(66620, 5)
(26801, 10)
(66881, 7)
(80764, 2)
(64465, 5)
(91785, 8)
(1051, 9)
(52552, 8)
(60365, 6)
(70695, 4)
(56537, 5)
(15720, 10)
(9071, 4)
(19891, 10)
(63288, 4)
(33969, 6)
(97490, 2)
(47131, 10)
(68309, 5)
(57885, 7)
(9414, 2)
(24565, 9)
(44907, 10)
(78692, 1)
(33729, 7)
(21824, 10)
(76150, 8)
(66393, 10)
(10286, 2)
(11955, 10)
(68434, 9)
(58663, 5)
(21455, 8)
(84201, 10)
(82712, 10)
(36287, 7)
(125, 4)
(83995, 7)
(71380, 4)
(53775, 1)
(86884, 6)
(34640, 10)
(75783, 2)
(20865, 9)
(73613, 4)
(69253, 10)
(68072, 8)
(43567, 8)
(65222, 10)
(70384, 6)
(79534, 4)
(5102, 4)
(55864, 8)
(63067, 10)
(96267, 3)
(55721, 5)
(29677, 8)
(85352, 6)
(40873, 1)
(32600, 2)
(59191, 3)
(95139, 10)
(84204, 3)
(7014, 6)
(13384, 2)
(72931, 4)
(2347, 10)
(61382, 6)
(7076, 3)
(67354, 8)
(68795, 4)
(82606, 5)
(22578, 9)
(87857, 4)
(95968, 9)
(57037, 10)
(43384, 1)
(68720, 4)
(73512, 8)
(49183, 2)
(1715, 9)
(85541, 10)
(51814, 8)
(93553, 9)
(50796, 6)
(36320, 2)
(51171, 6)
(63038, 6)
(61231, 1)
(82241, 8)
(44272, 6)
(27862, 7)
(30691, 10)
(80771, 4)
(75671, 8)
(96125, 6)
(91216, 7)
(46953, 8)
(65482, 2)
(39305, 9)
(65414, 7)
(71804, 1)
(44035, 6)
(49263, 8)
(16569, 1)
(59483, 8)
(85989, 3)
(88637, 7)
(62157, 9)
(21459, 10)
(58389, 10)
(37452, 4)
(10589, 4)
(1465, 7)
(55223, 7)
(4116, 2)
(84515, 10)
(31750, 2)
(66556, 5)
(17641, 2)
(69266, 8)
(50192, 8)
(46240, 3)
(30973, 2)
(82487, 6)
(82017, 10)
(69969, 4)
(46796, 1)
(45216, 7)
(54153, 2)
(7590, 10)
(42358, 1)
(2918, 1)
(49404, 7)
(71171, 9)
(16804, 1)
(98655, 6)
(58646, 10)
(4691, 4)
(88079, 7)
(63966, 3)
(924, 6)
(27172, 2)
(8305, 10)
(14028, 9)
(71277, 7)
(15217, 10)
(69156, 7)
(45100, 8)
(49155, 6)
(74873, 6)
(62750, 3)
(51259, 8)
(84359, 10)
(753, 5)
(99063, 7)
(38428, 9)
(98911, 3)
(74268, 6)
(65274, 3)
(67054, 9)
(46823, 1)
(24517, 7)
(42397, 6)
(60110, 2)
(54202, 9)
(98610, 10)
(42980, 2)
(51210, 2)
(18924, 7)
(23450, 9)
(20332, 7)
(50921, 10)
(4407, 1)
(22116, 6)
(33786, 8)
(38473, 3)
(44700, 8)
(47610, 9)
(87165, 5)
(65460, 2)
(34025, 10)
(68528, 10)
(92228, 6)
(17066, 7)
(16347, 9)
(59249, 10)
(81866, 10)
(57809, 1)
(18415, 1)
(44241, 5)
(80149, 4)
(25436, 10)
(82624, 2)
(61807, 5)
(64619, 5)
(13354, 9)
(87660, 9)
(13621, 5)
(85975, 8)
(95377, 3)
(92499, 8)
(81863, 10)
(79378, 6)
(67829, 4)
(10814, 9)
(37267, 8)
(29735, 9)
(16944, 2)
(99300, 1)
(31820, 8)
(23071, 6)
(19405, 2)
(66457, 10)
(36857, 1)
(84723, 7)
(49531, 9)
(36970, 7)
(70174, 2)
(63751, 7)
(2068, 3)
(12854, 3)
(67137, 4)
(98137, 9)
(71144, 6)
(74283, 4)
(86982, 1)
(32224, 9)
(23996, 4)
(98487, 9)
(12415, 1)
(4628, 10)
(97290, 9)
(45741, 9)
(13299, 4)
(25568, 9)
(68569, 8)
(65735, 10)
(50585, 8)
(7075, 5)
(15154, 4)
(2297, 8)
(20599, 8)
(51839, 10)
(57202, 6)
(98690, 5)
(62903, 8)
(19755, 9)
(50609, 2)
(60501, 8)
(20452, 4)
(83052, 1)
(68649, 2)
(86176, 4)
(96037, 2)
(53006, 1)
(49284, 5)
(42727, 8)
(15736, 3)
(40059, 2)
(48694, 6)
(21875, 4)
(10838, 9)
(27586, 9)
(98110, 3)
(46601, 1)
(40899, 7)
(36516, 1)
(75870, 6)
(12963, 1)
(87614, 8)
(94071, 4)
(87504, 8)
(65928, 7)
(9807, 4)
(76824, 6)
(89314, 9)
(4988, 2)
(73054, 5)
(7073, 6)
(24800, 9)
(46729, 7)
(89069, 3)
(10135, 8)
(32222, 8)
(50272, 7)
(96592, 8)
(87144, 6)
(29025, 4)
(65226, 10)
(31986, 7)
(87422, 5)
(40613, 9)
(638, 5)
(47098, 3)
(94926, 3)
(63438, 8)
(66619, 9)
(27561, 2)
(14376, 5)
(75062, 6)
(41679, 5)
(55570, 7)
(90004, 7)
(4170, 4)
(30195, 7)
(17399, 5)
(77194, 4)
(25271, 5)
(30279, 6)
(50720, 7)
(51670, 7)
(89729, 9)
(18135, 6)
(77679, 4)
(26889, 5)
(4594, 7)
(98247, 8)
(50203, 2)
(15880, 10)
(9113, 10)
(6001, 6)
(54812, 7)
(59864, 1)
(29419, 5)
(54948, 5)
(83739, 9)
(58296, 7)
(47302, 1)
(85333, 8)
(85071, 7)
(93161, 4)
(64533, 4)
(89988, 2)
(37989, 5)
(86990, 6)
(6048, 8)
(76338, 7)
(37338, 9)
(41177, 10)
(64184, 1)
(10751, 9)
(9810, 4)
(37068, 3)
(71581, 9)
(26882, 10)
(13796, 4)
(14795, 6)
(86522, 5)
(36277, 10)
(28730, 8)
(99602, 6)
(46027, 5)
(18586, 10)
(50869, 6)
(50900, 7)
(11704, 10)
(55036, 5)
(43344, 7)
(7896, 9)
(1478, 4)
(16301, 7)
(4388, 3)
(80570, 7)
(78895, 3)
(31107, 1)
(56985, 3)
(34857, 5)
(7127, 1)
(15359, 7)
(65616, 8)
(88798, 9)
(8562, 8)
(80502, 8)
(19893, 10)
(35627, 7)
(92724, 4)
(52102, 2)
(99663, 9)
(1671, 3)
(91088, 2)
(69050, 3)
(23974, 1)
(85626, 2)
(40946, 3)
(2772, 9)
(90593, 4)
(90083, 5)
(31895, 8)
(55336, 8)
(2426, 3)
(50838, 10)
(23683, 7)
(49870, 8)
(28742, 4)
(5308, 5)
(68792, 6)
(47922, 3)
(38256, 1)
(92692, 3)
(32678, 7)
(7793, 9)
(91428, 8)
(75845, 1)
(12236, 6)
(17783, 3)
(64275, 3)
(79862, 8)
(22766, 2)
(1083, 6)
(50502, 7)
(3341, 6)
(41452, 5)
(53391, 2)
(30019, 6)
(22001, 4)
(88365, 4)
(96776, 6)
(51362, 5)
(89232, 9)
(59270, 7)
(47812, 8)
(43822, 8)
(73758, 1)
(42238, 8)
(37978, 1)
(83247, 5)
(23960, 8)
(9478, 9)
(88184, 9)
(48384, 9)
(14868, 5)
(89983, 8)
(10410, 10)
(79316, 5)
(88479, 8)
(21681, 9)
(76105, 7)
(14291, 5)
(28510, 9)
(16506, 1)
(52408, 3)
(77197, 6)
(79732, 7)
(67171, 1)
(22132, 10)
(59738, 5)
(64936, 8)
(89808, 7)
(4462, 4)
(45323, 7)
(95669, 2)
(39535, 9)
(6034, 7)
(804, 4)
(41276, 8)
(20532, 10)
(93143, 9)
(20477, 3)
(32903, 5)
(93701, 9)
(45177, 4)
(23075, 8)
(74457, 3)
(37031, 4)
(89257, 6)
(37835, 2)
(47730, 4)
(82880, 1)
(40482, 1)
(36870, 10)
(29349, 10)
(6283, 3)
(40547, 2)
(30089, 4)
(33048, 9)
(17256, 10)
(29749, 2)
(88404, 3)
(19299, 7)
(86677, 8)
(47362, 6)
(77067, 7)
(85966, 10)
(55323, 4)
(13503, 4)
(2616, 4)
(27755, 6)
(77186, 7)
(88671, 9)
(62573, 1)
(37776, 10)
(33181, 3)
(24450, 4)
(58483, 10)
(26680, 9)
(15228, 5)
(1192, 6)
(37777, 7)
(92432, 10)
(82500, 5)
(93400, 1)
(3116, 4)
(41462, 1)
(50593, 3)
(62258, 3)
(84562, 4)
(51246, 3)
(83915, 4)
(36039, 9)
(91137, 8)
(43506, 7)
(13593, 1)
(11640, 6)
(61370, 7)
(64128, 7)
(75771, 7)
(84354, 6)
(15199, 1)
(16365, 6)
(53705, 8)
(99790, 9)
(40448, 1)
(90479, 9)
(29298, 2)
(55293, 4)
(66306, 1)
(69068, 2)
(63032, 9)
(56551, 1)
(88233, 6)
(38024, 3)
(37480, 7)
(56484, 2)
(34158, 8)
(84547, 6)
(12544, 2)
(49868, 9)
(47373, 4)
(58801, 3)
(27801, 4)
(85234, 1)
(78715, 2)
(53623, 9)
(49884, 1)
(40125, 10)
(56728, 8)
(29173, 5)
(21993, 5)
(88246, 2)
(76736, 5)
(49654, 1)
(34653, 9)
(11204, 7)
(45210, 6)
(80822, 8)
(40016, 6)
(17334, 3)
(23313, 9)
(28641, 5)
(65909, 8)
(45115, 4)
(17322, 1)
(28212, 1)
(60243, 10)
(74362, 9)
(77472, 1)
(56397, 1)
(93926, 5)
(55490, 6)
(58932, 7)
(26800, 7)
(39772, 5)
(48867, 3)
(38941, 2)
(84799, 9)
(46335, 3)
(30242, 1)
(61059, 7)
(2586, 9)
(26121, 10)
(77402, 2)
(86332, 1)
(60624, 9)
(55152, 10)
(520, 8)
(94719, 8)
(45511, 8)
(89885, 10)
(98868, 8)
(49574, 7)
(73977, 2)
(11835, 8)
(48355, 9)
(69453, 7)
(21509, 2)
(70505, 9)
(11544, 5)
(56683, 9)
(12905, 6)
(71210, 6)
(20803, 5)
(97464, 1)
(43557, 4)
(85772, 4)
(87240, 2)
(30834, 4)
(61653, 5)
(31242, 4)
(55938, 1)
(52278, 4)
(57319, 6)
(53595, 8)
(65739, 1)
(9956, 1)
(33905, 10)
(37465, 8)
(95170, 3)
(16237, 4)
(42482, 2)
(4421, 5)
(30558, 5)
(75586, 8)
(2038, 4)
(93107, 4)
(57953, 6)
(87923, 6)
(881, 1)
(47173, 10)
(73868, 9)
(11144, 6)
(41587, 8)
(47537, 7)
(41912, 5)
(99067, 7)
(70545, 8)
(35278, 10)
(97491, 6)
(12559, 3)
(60166, 5)
(11780, 6)
(51341, 8)
(83816, 10)
(42874, 2)
(62077, 10)
(78850, 8)
(94643, 6)
(52112, 2)
(79851, 1)
(70939, 8)
(69825, 7)
(11910, 4)
(12395, 3)
(75536, 8)
(43279, 4)
(26709, 2)
(10625, 7)
(38944, 10)
(53130, 2)
(9949, 2)
(24009, 6)
(18517, 4)
(56775, 5)
(99036, 6)
(3543, 1)
(11021, 3)
(49832, 9)
(25784, 5)
(92248, 1)
(75339, 4)
(72950, 4)
(25898, 6)
(78991, 6)
(21402, 3)
(25786, 9)
(31262, 4)
(18502, 5)
(57701, 9)
(30671, 9)
(42053, 7)
(20963, 3)
(8811, 2)
(67209, 4)
(53772, 2)
(85404, 8)
(98684, 2)
(67107, 1)
(68261, 8)
(64973, 4)
(53848, 2)
(40244, 6)
(37789, 2)
(759, 8)
(64440, 3)
(1827, 5)
(58931, 9)
(41370, 9)
(90366, 3)
(22972, 2)
(67278, 6)
(93239, 8)
(12090, 1)
(98789, 10)
(51375, 7)
(70376, 3)
(95348, 8)
(26756, 3)
(70122, 8)
(59626, 3)
(82206, 2)
(3793, 5)
(71333, 10)
(63096, 2)
(97265, 4)
(83791, 10)
(59190, 10)
(7768, 10)
(87635, 10)
(35665, 9)
(99267, 7)
(73474, 10)
(69033, 2)
(3957, 5)
(87566, 2)
(83203, 4)
(41708, 4)
(53796, 1)
(92959, 8)
(99852, 5)
(99643, 4)
(68465, 3)
(90640, 7)
(85453, 2)
(84887, 3)
(61313, 6)
(72592, 1)
(67219, 1)
(59022, 9)
(95556, 10)
(82081, 5)
(65325, 9)
(73302, 1)
(36390, 10)
(84889, 6)
(71982, 1)
(68698, 8)
(28071, 9)
(5938, 2)
(95229, 2)
(83957, 1)
(79542, 10)
(6608, 2)
(91307, 3)
(92360, 10)
(46875, 10)
(83409, 4)
(46603, 1)
(19586, 1)
(81201, 5)
(85698, 10)
(61727, 7)
(14327, 1)
(7219, 9)
(67985, 5)
(98603, 8)
(25896, 2)
(22014, 6)
(23553, 6)
(25009, 2)
(48098, 6)
(62837, 2)
(4598, 8)
(54288, 2)
(2133, 2)
(8107, 2)
(25089, 1)
(1118, 3)
(49550, 6)
(38557, 7)
(46900, 3)
(51275, 6)
(9945, 7)
(21430, 9)
(58020, 1)
(58699, 6)
(3552, 8)
(43919, 6)
(46139, 7)
(94418, 7)
(96805, 6)
(40025, 3)
(51049, 4)
(18956, 1)
(90142, 6)
(54137, 9)
(29644, 5)
(38435, 6)
(99498, 1)
(41901, 1)
(21008, 8)
(52372, 9)
(8603, 7)
(89080, 1)
(15472, 4)
(12538, 9)
(34794, 4)
(35777, 8)
(87189, 2)
(78689, 2)
(48008, 3)
(78473, 3)
(21518, 7)
(57010, 8)
(80248, 4)
(20238, 10)
(17538, 7)
(22662, 6)
(47381, 1)
(15603, 5)
(33306, 4)
(62476, 6)
(46131, 2)
(5944, 4)
(52723, 3)
(58360, 6)
(91294, 5)
(61303, 7)
(50814, 3)
(13406, 6)
(33329, 6)
(86292, 6)
(68612, 7)
(67857, 6)
(34285, 6)
(50871, 4)
(68785, 1)
(38550, 8)
(8585, 5)
(46898, 3)
(58638, 8)
(3900, 6)
(31585, 2)
(7302, 10)
(28156, 7)
(91010, 3)
(61117, 4)
(9357, 2)
(40841, 10)
(71908, 3)
(29549, 2)
(21484, 1)
(77344, 2)
(23577, 5)
(14130, 7)
(51971, 5)
(2533, 5)
(77640, 8)
(48578, 9)
(51527, 6)
(65555, 1)
(63017, 6)
(84835, 10)
(32536, 5)
(14488, 6)
(64036, 8)
(18902, 8)
(46667, 6)
(22527, 2)
(58843, 8)
(91683, 9)
(19298, 9)
(75959, 2)
(86908, 3)
(2435, 7)
(56049, 4)
(23785, 5)
(71632, 5)
(9358, 3)
(59701, 3)
(69905, 4)
(40962, 1)
(78358, 1)
(46522, 10)
(56379, 5)
(47910, 1)
(96791, 4)
(96855, 7)
(62965, 3)
(5610, 1)
(52147, 1)
(95947, 9)
(84102, 10)
(69910, 1)
(14723, 3)
(10679, 4)
(41846, 2)
(98628, 6)
(76267, 8)
(46639, 5)
(73040, 5)
(73399, 6)
(684, 5)
(81966, 8)
(46161, 1)
(94066, 3)
(3327, 5)
(14335, 1)
(37372, 8)
(78805, 2)
(18811, 6)
(84438, 5)
(98990, 6)
(6934, 2)
(20019, 7)
(19251, 3)
(882, 9)
(19920, 7)
(59324, 9)
(19507, 10)
(6542, 7)
(13330, 6)
(70580, 5)
(23798, 2)
(73222, 8)
(56712, 8)
(67357, 2)
(70618, 8)
(44852, 9)
(49683, 4)
(16703, 5)
(24340, 3)
(43911, 5)
(58558, 3)
(6881, 2)
(75644, 7)
(79679, 10)
(2821, 10)
(60437, 3)
(23487, 10)
(78619, 4)
(66176, 1)
(58494, 1)
(64517, 9)
(48030, 8)
(26767, 2)
(66899, 1)
(74146, 10)
(47881, 5)
(61072, 2)
(98375, 2)
(71843, 3)
(13163, 2)
(2247, 1)
(77365, 8)
(66077, 6)
(53268, 8)
(282, 4)
(97753, 5)
(62876, 1)
(24834, 9)
(98271, 5)
(74850, 10)
(70942, 4)
(57828, 7)
(86364, 10)
(25604, 6)
(49161, 8)
(89078, 3)
(49315, 3)
(47038, 7)
(26235, 4)
(4895, 1)
(64277, 8)
(17949, 9)
(51479, 3)
(49167, 7)
(30984, 7)
(10842, 8)
(56993, 3)
(51558, 1)
(94655, 3)
(12166, 7)
(14604, 6)
(1818, 6)
(81829, 8)
(18113, 7)
(7907, 6)
(99153, 9)
(90750, 10)
(24139, 4)
(83031, 5)
(45866, 3)
(58266, 1)
(72612, 10)
(71170, 3)
(95313, 9)
(96826, 4)
(1289, 8)
(17304, 7)
(57630, 7)
(88072, 3)
(80021, 8)
(14722, 10)
(16822, 8)
(47778, 4)
(7636, 7)
(16355, 7)
(76934, 10)
(64987, 10)
(38970, 10)
(34596, 4)
(96203, 2)
(75619, 10)
(11875, 6)
(83022, 3)
(61735, 2)
(14948, 5)
(97907, 6)
(69995, 6)
(91450, 6)
(38627, 2)
(99021, 7)
(3638, 5)
(45453, 3)
(51643, 1)
(79654, 7)
(88060, 4)
(39336, 1)
(80123, 9)
(9651, 6)
(63795, 10)
(73718, 3)
(54769, 4)
(94157, 7)
(97381, 1)
(99134, 8)
(19206, 9)
(50894, 2)
(44680, 4)
(25666, 1)
(62741, 10)
(96699, 4)
(83508, 5)
(96979, 9)
(91723, 8)
(62841, 8)
(81698, 2)
(93529, 1)
(39215, 1)
(77407, 3)
(94589, 2)
(75839, 8)
(37436, 2)
(40968, 5)
(92951, 7)
(39229, 5)
(32778, 3)
(38756, 7)
(27421, 1)
(3299, 8)
(69392, 4)
(8758, 4)
(38125, 9)
(27288, 5)
(59910, 1)
(99014, 2)
(34038, 2)
(67490, 4)
(30247, 7)
(4389, 8)
(85859, 7)
(87598, 6)
(5136, 3)
(73168, 2)
(58449, 4)
(96350, 2)
(71567, 2)
(46180, 10)
(49397, 4)
(35180, 2)
(15002, 1)
(23171, 10)
(39347, 1)
(31936, 2)
(65029, 8)
(57144, 3)
(46399, 9)
(16304, 10)
(79712, 9)
(38349, 5)
(43119, 7)
(51532, 2)
(9166, 10)
(14590, 8)
(51901, 1)
(45140, 8)
(70782, 4)
(60402, 5)
(30823, 4)
(40294, 1)
(98151, 3)
(77166, 8)
(53356, 10)
(12149, 2)
(60844, 5)
(36907, 10)
(85763, 9)
(36052, 6)
(27284, 8)
(7358, 6)
(87310, 9)
(57715, 9)
(61156, 8)
(57583, 6)
(60626, 10)
(50357, 5)
(9784, 8)
(29699, 7)
(41860, 1)
(20255, 6)
(99338, 2)
(34823, 6)
(91213, 4)
(7529, 6)
(43508, 2)
(34400, 10)
(46744, 1)
(40113, 8)
(33298, 6)
(76503, 8)
(18428, 10)
(10535, 9)
